Fecha,flota,Modelo,Marca,Componente,Aceite Lubricante,cambioLubricanate,Contenido de agua %,Punto de inflamacion °C,Glicol %,Nitracion A/cm,Oxidación A/cm,Hollín %,Sulfatacion A/cm,Diesel %,N de part >4µm,N° de part >6µm,N° de part>14µm,Código ISO 4406,Viscosidad 100°C cSt(mm2/s),Viscosidad 40°C cSt(mm2/s),TAN mg KOH/g,TBN mg KOH/g,Plata (Ag) ppm,Aluminio (Al) ppm,Bario (Ba) ppm,Boro (B) ppm,Calcio (Ca) ppm,Cromo (Cr) ppm,Cobre (Cu) ppm,Hierro (Fe) ppm,Potasio (K) ppm,Magnesio (Mg) ppm,Molibdeno (Mo) ppm,Sodio (Na) ppm,Níquel (Ni) ppm,Plomo (Pb) ppm,Fósforo (P) ppm,Silicio (Si) ppm,Estaño (Sn) ppm,Titanio (Ti) ppm,Vanadio (V) ppm,Zinc (Zn) ppm,Residuo Ferroso Total mg/kg,Numero Muestra,Numero Registro,Numero Serie Equipo,Criticidad,Disponibilidad,Tiempo Parada,TRR,TMP,TBF,Confiabilidad,Alerta Emitida,Alerta Evitó Falla
2025-04-01 05:10:00,545,KOMATSU 930 E4SE,KOMATSU,MANDO FINAL TRA.IZQ,MOBIL MOBILTRANS HD 30,Muestreo,0.58,190,0.15,4,0,1.18,3,0.11,6127,3758,104,20/16/15,11.72,95.86,2.03,0,0,7,7,3,426,6,29,75,3,6,9,9,0,7,1,4,4,0,1,0,424,B00063,63,LAJ716,Normal,87.5,3,2,1.0333333333333334,21,90.5,0,0
2025-04-01 05:15:00,902,CATERPILLAR 797F,CATERPILLAR,MOTOR TRACCION DER,MOBIL SHC GEAR 680,Cambio Aceite,0.25,238,0.06,2,1,1.21,1,0.78,1892,2450,397,19/18/15,14.52,117.17,2.69,5,3,16,9,8,842,6,13,35,2,9,6,12,9,8,2,11,3,6,9,74,68,A00064,64,LAJ082,Normal,79.17,5,4,2.1666666666666665,19,78.9,0,0
2025-04-01 05:20:00,568,KOMATSU 930 E3,KOMATSU,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,Muestreo,0.37,225,0.24,2,3,0.14,2,0.27,6563,4504,162,20/19/15,15.85,87.28,0.21,4,1,17,2,9,186,3,10,96,3,4,0,29,0,8,8,15,0,1,0,24,267,E00065,65,LAJ114,Normal,83.33,4,3,2.1666666666666665,20,85.0,0,0
2025-04-01 05:25:00,541,KOMATSU 930 E3,KOMATSU,MANDO FINAL,MOBIL MOBILTRANS HD 30,Muestreo,0.32,245,0.32,1,4,0.08,3,0.45,4475,3869,959,19/17/13,17.57,110.27,0.89,9,1,0,1,7,946,6,49,43,3,4,3,13,9,2,8,0,1,1,3,50,416,B00066,66,LAJ416,Normal,87.5,3,0,1.7666666666666666,21,100.0,0,0
2025-04-01 05:30:00,558,KOMATSU 930 E5,KOMATSU,MOTOR,MOBIL DELVAC 15W40,Cambio Aceite,0.17,198,0.31,2,2,0.9,4,0.28,7618,1650,948,19/18/14,12.83,90.98,2.16,8,4,1,7,6,946,1,12,25,7,8,6,17,8,3,0,11,0,3,0,82,405,C00067,67,LAJ624,Normal,87.5,3,4,0.2333333333333333,21,81.0,0,0
2025-04-01 05:35:00,904,CATERPILLAR 798AC-A,CATERPILLAR,MASA DERECHA,MOBIL MOBILTRANS HD 30,Muestreo,0.35,217,0.36,1,1,1.9,1,0.14,4179,576,546,18/17/15,17.76,94.36,2.63,8,2,15,8,0,935,0,30,92,7,7,6,15,8,9,0,11,5,1,8,57,368,A00068,68,LAJ832,Normal,75.0,6,6,0.4333333333333333,18,66.7,0,0
2025-04-01 05:40:00,528,KOMATSU 930 E4,KOMATSU,MOTOR,MOBIL DELVAC 15W40,Muestreo,0.68,248,0.44,1,3,1.29,0,0.16,7825,3015,531,21/18/13,12.18,119.59,0.36,2,0,2,4,0,737,3,29,28,1,8,2,7,5,4,5,10,2,0,7,61,200,D00069,69,LAJ931,Normal,91.67,2,6,0.1666666666666666,22,72.7,0,0
2025-04-01 05:45:00,531,KOMATSU 930 E3,KOMATSU,MASA DERECHA,MOBIL MOBILTRANS HD 30,Muestreo,0.28,235,0.11,1,4,1.65,1,0.72,7023,1112,956,19/18/15,19.62,87.37,0.95,9,0,22,0,4,867,9,36,239,0,3,4,7,1,6,6,29,5,7,5,84,33,A00070,70,LAJ562,Critico,0.0,18,0,0.5,0,0.0,1,0
2025-04-01 05:50:00,506,KOMATSU 930 E5,KOMATSU,MANDO FINAL TRA.DER,MOBIL MOBILTRANS HD 30,Muestreo,0.61,192,0.2,3,2,1.51,2,0.93,3713,2278,507,19/16/13,19.94,98.93,1.93,2,3,12,6,2,629,6,24,28,9,4,5,14,7,9,3,10,5,5,4,8,289,C00071,71,LAJ650,Normal,95.83,1,1,0.1666666666666666,23,95.7,0,0
2025-04-01 05:55:00,903,CATERPILLAR 798AC-A,CATERPILLAR,MANDO FINAL,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.73,224,0.4,4,0,1.2,2,0.43,4001,3848,389,18/16/14,11.31,106.09,2.17,0,1,18,1,2,197,4,21,37,8,2,7,18,9,5,8,10,9,7,2,16,152,C00072,72,LAJ853,Normal,91.67,2,5,0.9333333333333332,22,77.3,0,0
2025-04-01 06:00:00,916,CATERPILLAR 798AC-P,CATERPILLAR,MOTOR,MOBIL DELVAC 15W40,Cambio Aceite,0.79,212,0.32,1,1,1.85,3,0.21,3668,943,940,21/19/13,14.59,117.16,0.91,4,3,12,6,2,450,1,18,70,6,8,6,18,7,1,3,1,2,4,9,63,351,E00073,73,LAJ873,Normal,75.0,6,4,0.5666666666666667,18,77.8,0,0
2025-04-01 06:05:00,513,KOMATSU 930 E3,KOMATSU,TRANSMISIÓN,MOBIL MOBILTRANS HD 30,Muestreo,0.36,238,0.03,0,0,0.79,3,0.19,2284,3583,767,18/19/16,18.31,97.58,2.11,7,4,0,0,2,716,5,47,29,1,1,6,22,0,3,0,6,9,2,4,99,363,C00074,74,LAJ416,Normal,83.33,4,3,0.2333333333333333,20,85.0,0,0
2025-04-01 06:10:00,914,CATERPILLAR 797F,CATERPILLAR,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.03,223,0.01,1,4,0.66,2,0.03,5402,3065,937,19/16/15,16.75,106.32,2.68,8,4,14,9,9,220,3,4,7,0,8,1,21,2,8,1,13,6,3,1,24,118,D00075,75,LAJ979,Normal,83.33,4,3,0.0333333333333333,20,85.0,0,0
2025-04-01 06:15:00,912,CATERPILLAR 798AC-A,CATERPILLAR,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.68,209,0.21,1,4,0.37,4,0.8,1982,4094,413,18/19/16,11.97,110.87,2.8,8,4,18,1,2,699,5,36,5,3,4,6,9,3,4,1,12,9,0,0,57,450,E00076,76,LAJ911,Normal,87.5,3,4,0.7666666666666667,21,81.0,0,0
2025-04-01 06:20:00,543,KOMATSU 930 E3,KOMATSU,MOTOR TRACCION DER,MOBIL SHC GEAR 680,Cambio Aceite,0.4,186,0.43,1,3,1.93,0,0.6,2910,4974,568,18/17/13,17.81,92.37,1.82,6,2,6,7,1,391,9,44,56,3,2,4,18,4,2,9,1,3,2,6,86,570,E00077,77,LAJ257,Normal,79.17,5,2,0.2,19,89.5,0,0
2025-04-01 06:25:00,920,CATERPILLAR 798AC-P,CATERPILLAR,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.38,210,0.12,0,4,1.12,1,0.84,2454,4755,837,20/17/16,15.35,113.64,2.95,6,3,29,0,9,598,1,5,64,0,9,8,24,1,1,8,5,8,8,4,97,144,A00078,78,LAJ539,Normal,83.33,4,4,2.2666666666666666,20,80.0,0,0
2025-04-01 06:30:00,504,KOMATSU 930 E5,KOMATSU,MOTOR TRACCION DER,MOBIL SHC GEAR 680,Cambio Aceite,0.64,207,0.47,4,2,0.56,3,0.57,4099,4654,823,18/17/15,17.38,101.15,0.82,9,2,0,6,9,24,2,45,81,0,4,1,7,0,8,4,12,5,3,8,93,153,C00079,79,LAJ369,Normal,75.0,6,6,2.833333333333333,18,66.7,0,0
2025-04-01 06:35:00,564,KOMATSU 930 E4,KOMATSU,MANDO FINAL,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.34,220,0.4,3,1,1.85,1,0.66,2955,4690,554,21/19/15,10.5,111.63,0.51,6,4,18,1,0,50,1,36,82,5,9,1,24,1,6,3,6,6,8,7,34,21,E00080,80,LAJ276,Normal,75.0,6,4,2.9,18,77.8,0,0
2025-04-01 06:40:00,553,KOMATSU 930 E4SE,KOMATSU,MANDO FINAL,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.17,197,0.48,3,3,0.09,1,0.24,6787,2168,472,20/18/16,16.38,88.65,0.79,6,4,19,4,2,132,3,46,166,7,7,9,6,7,0,6,21,4,5,9,45,599,B00081,81,LAJ123,Atencion,66.67,8,3,2.2,16,81.2,1,1
2025-04-01 06:45:00,561,KOMATSU 930 E5,KOMATSU,TRANSMISIÓN,MOBIL MOBILTRANS HD 30,Muestreo,0.7,236,0.16,4,4,1.75,1,0.27,1797,4821,346,19/19/13,10.61,82.55,0.87,0,2,24,3,2,582,7,0,13,9,3,3,23,6,6,8,11,3,2,0,86,318,C00082,82,LAJ591,Normal,87.5,3,6,1.5333333333333334,21,71.4,0,0
2025-04-01 06:50:00,503,KOMATSU 930 E4,KOMATSU,MOTOR,MOBIL DELVAC 15W40,Muestreo,0.82,241,0.32,3,1,0.93,2,0.82,9329,2163,881,21/18/15,14.82,83.55,0.35,3,4,7,1,7,183,9,26,98,5,4,8,7,1,2,4,4,6,1,0,15,430,D00083,83,LAJ009,Normal,83.33,4,2,2.3666666666666667,20,90.0,0,0
2025-04-01 06:55:00,523,KOMATSU 930 E3,KOMATSU,MASA DERECHA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.09,204,0.02,3,2,0.14,1,0.15,3461,1924,903,21/16/15,15.3,88.65,0.49,7,2,5,5,4,337,5,36,193,6,6,6,25,7,7,1,21,5,5,5,25,293,C00084,84,LAJ573,Atencion,50.0,12,0,0.5333333333333333,12,100.0,1,0
2025-04-01 07:00:00,929,CATERPILLAR 798AC-A,CATERPILLAR,MANDO FINAL TRA.IZQ,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.32,200,0.4,4,4,1.8,1,0.98,1664,3121,640,20/19/16,19.69,90.3,0.55,2,4,10,5,5,913,4,16,64,2,8,4,1,7,2,4,9,6,1,9,27,588,C00085,85,LAJ277,Normal,87.5,3,0,3.0,21,100.0,0,0
2025-04-01 07:05:00,547,KOMATSU 930 E3,KOMATSU,MANDO FINAL TRA.IZQ,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.11,201,0.19,2,4,1.62,0,0.53,4551,2715,835,20/18/15,12.71,91.84,1.83,3,0,7,6,9,513,8,45,9,4,3,5,7,9,6,4,1,3,2,8,73,61,B00086,86,LAJ248,Normal,91.67,2,3,0.6333333333333333,22,86.4,0,0
2025-04-01 07:10:00,555,KOMATSU 930 E3,KOMATSU,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,Cambio Aceite,0.09,215,0.39,3,4,1.06,2,0.63,7673,3506,852,19/19/16,18.63,80.94,1.02,5,1,27,0,7,884,0,40,289,2,3,7,11,2,3,3,35,0,1,1,8,434,A00087,87,LAJ564,Critico,0.0,23,1,1.9666666666666663,0,0.0,1,0
2025-04-01 07:15:00,522,KOMATSU 930 E4,KOMATSU,MOTOR,MOBIL DELVAC 15W40,Cambio Aceite,0.78,205,0.37,1,3,1.38,0,0.63,8638,589,142,20/19/13,15.43,103.02,0.27,4,3,20,4,7,872,6,30,8,5,8,3,19,4,2,5,5,1,0,2,82,376,D00088,88,LAJ654,Normal,79.17,5,3,2.466666666666667,19,84.2,0,0
2025-04-01 07:20:00,939,CATERPILLAR 798AC-P,CATERPILLAR,MANDO FINAL,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.69,240,0.33,0,1,1.47,0,0.11,3249,4523,890,18/16/13,10.18,108.57,1.22,1,0,4,5,3,58,4,11,62,6,7,7,22,7,0,3,2,1,7,8,91,44,E00089,89,LAJ964,Normal,91.67,2,3,2.466666666666667,22,86.4,0,0
2025-04-01 07:25:00,935,CATERPILLAR 798AC-P,CATERPILLAR,MOTOR TRACCION DER,MOBIL SHC GEAR 680,Muestreo,0.21,246,0.05,2,4,0.75,2,0.82,9419,989,234,20/16/15,19.2,107.43,1.62,7,1,15,1,2,576,5,30,27,6,0,2,6,4,6,7,1,4,2,9,2,389,A00090,90,LAJ385,Normal,95.83,1,2,2.8666666666666667,23,91.3,0,0
2025-04-01 07:30:00,538,KOMATSU 930 E3,KOMATSU,MANDO FINAL TRA.DER,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.75,218,0.16,2,3,1.45,4,0.79,3731,2387,331,20/16/16,13.43,100.27,0.48,5,4,19,2,8,242,9,45,199,5,5,2,7,2,0,6,25,7,2,0,29,402,A00091,91,LAJ844,Atencion,50.0,12,1,0.9333333333333332,12,91.7,1,1
2025-04-01 07:35:00,922,CATERPILLAR 797F,CATERPILLAR,MANDO FINAL,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.82,238,0.44,2,2,1.97,0,0.24,7736,1844,204,20/18/15,16.88,106.83,1.99,7,1,19,6,1,715,8,47,90,1,6,6,3,3,6,6,6,9,9,6,71,77,D00092,92,LAJ588,Normal,91.67,2,1,0.6,22,95.5,0,0
2025-04-01 07:40:00,507,KOMATSU 930 E3,KOMATSU,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,Cambio Aceite,0.69,191,0.11,1,3,0.46,4,0.16,4557,1259,575,21/19/15,16.59,103.8,2.02,0,2,0,0,4,188,4,45,47,2,9,0,3,9,4,5,10,7,1,7,16,180,C00093,93,LAJ626,Normal,75.0,6,5,0.7666666666666667,18,72.2,0,0
2025-04-01 07:45:00,557,KOMATSU 930 E3,KOMATSU,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,Muestreo,0.14,231,0.02,4,1,1.79,2,0.51,5751,3536,395,18/19/14,10.37,85.71,0.03,5,0,28,6,0,15,0,48,62,9,0,0,25,1,4,4,8,8,3,1,34,87,E00094,94,LAJ527,Normal,75.0,6,2,1.7666666666666666,18,88.9,0,0
2025-04-01 07:50:00,932,CATERPILLAR 798AC-P,CATERPILLAR,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,Muestreo,0.7,194,0.44,2,0,0.86,1,0.15,8872,691,236,18/18/15,17.1,94.73,0.31,5,3,22,7,3,607,3,5,28,0,5,3,6,2,6,4,2,9,1,2,96,103,C00095,95,LAJ449,Normal,91.67,2,0,2.2,22,100.0,0,0
2025-04-01 07:55:00,925,CATERPILLAR 798AC-P,CATERPILLAR,DIFERENCIAL DEL,MOBIL MOBILTRANS HD 30,Muestreo,0.26,216,0.09,4,4,1.33,4,0.86,8674,1529,912,19/18/16,17.26,100.14,2.31,9,4,29,8,4,629,0,7,72,6,0,5,11,0,2,1,8,2,2,5,65,443,A00096,96,LAJ850,Normal,79.17,5,2,1.1,19,89.5,0,0
2025-04-01 08:00:00,524,KOMATSU 930 E4,KOMATSU,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.47,183,0.47,4,4,0.29,0,0.99,2723,526,374,18/16/15,16.73,95.92,1.79,0,0,15,7,2,203,8,46,1,5,6,0,15,9,2,7,7,4,3,3,66,321,A00097,97,LAJ358,Normal,95.83,1,4,0.4,23,82.6,0,0
2025-04-01 08:05:00,924,CATERPILLAR 798AC-A,CATERPILLAR,SISTEMA HIDRAULICO,MOBIL DTE 24,Cambio Aceite,0.19,210,0.47,2,0,0.23,4,0.91,1822,2819,775,21/17/13,13.64,85.68,2.15,9,2,27,3,9,586,9,20,222,7,4,6,2,0,0,0,27,7,1,2,4,35,A00098,98,LAJ274,Critico,0.0,21,3,1.5333333333333334,0,0.0,1,0
2025-04-01 08:10:00,554,KOMATSU 930 E4,KOMATSU,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.43,195,0.21,0,3,0.62,3,0.81,9037,1095,629,18/19/14,12.57,114.93,1.37,5,0,8,8,1,858,9,47,284,5,0,6,5,5,6,2,42,3,5,7,58,125,E00099,99,LAJ087,Critico,0.0,15,5,0.9,0,0.0,1,0
2025-04-01 08:15:00,552,KOMATSU 930 E3,KOMATSU,MANDO FINAL TRA.DER,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.26,226,0.08,3,4,0.8,1,0.65,7084,1330,767,20/18/14,17.07,87.45,0.74,1,1,17,3,5,127,4,47,229,6,1,1,27,4,5,5,29,6,6,6,4,74,B00100,100,LAJ745,Critico,0.0,17,5,1.9,0,0.0,1,0
2025-04-01 08:20:00,510,KOMATSU 930 E4SE,KOMATSU,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,Muestreo,0.75,221,0.04,4,1,1.55,4,0.89,2347,2419,231,19/16/15,11.71,103.3,0.76,9,3,21,6,2,146,6,47,85,1,3,2,1,8,9,4,11,2,3,5,25,461,C00101,101,LAJ217,Normal,87.5,3,0,1.5666666666666669,21,100.0,0,0
2025-04-01 08:25:00,542,KOMATSU 930 E4,KOMATSU,SISTEMA HIDRAULICO,MOBIL DTE 24,Muestreo,0.43,249,0.03,3,2,0.69,2,0.14,1812,2576,184,18/18/15,11.92,80.01,2.81,1,0,15,6,1,736,0,4,10,4,1,4,5,8,1,2,10,8,8,7,43,269,D00102,102,LAJ560,Normal,75.0,6,1,1.7333333333333334,18,94.4,0,0
2025-04-01 08:30:00,921,CATERPILLAR 798AC-P,CATERPILLAR,SISTEMA HIDRAULICO,MOBIL DTE 24,Cambio Aceite,0.57,185,0.39,1,3,0.89,3,0.68,9910,4287,733,21/16/14,10.52,105.1,2.78,3,0,15,4,6,794,1,38,35,5,2,0,1,3,2,2,11,2,8,2,66,316,C00103,103,LAJ819,Normal,83.33,4,3,0.4333333333333333,20,85.0,0,0
2025-04-01 08:35:00,563,KOMATSU 930 E4,KOMATSU,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,Muestreo,0.14,237,0.08,1,4,1.6,2,0.63,5975,3704,592,21/19/16,11.56,117.02,1.28,0,2,25,2,5,994,6,16,85,0,7,8,28,1,7,5,0,8,4,2,16,399,D00104,104,LAJ593,Normal,95.83,1,4,1.3666666666666667,23,82.6,0,0
2025-04-01 08:40:00,556,KOMATSU 930 E4,KOMATSU,MASA DERECHA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.6,212,0.45,0,4,1.29,1,0.67,5884,3040,114,20/19/16,15.41,103.95,0.8,2,2,17,6,8,301,0,6,96,5,7,6,5,1,4,2,13,7,4,1,54,289,D00105,105,LAJ755,Normal,79.17,5,3,1.5666666666666669,19,84.2,0,0
2025-04-01 08:45:00,517,KOMATSU 930 E3,KOMATSU,MANDO FINAL TRA.IZQ,MOBIL MOBILTRANS HD 30,Muestreo,0.15,197,0.18,4,3,1.77,4,0.91,9243,3826,922,21/17/16,15.91,100.6,0.61,7,4,10,2,2,737,9,40,15,7,7,6,29,6,6,6,0,6,8,9,81,429,C00106,106,LAJ360,Normal,83.33,4,1,2.966666666666667,20,95.0,0,0
2025-04-01 08:50:00,909,CATERPILLAR 797F,CATERPILLAR,MOTOR TRACCION DER,MOBIL SHC GEAR 680,Cambio Aceite,0.65,229,0.45,3,4,1.21,4,0.78,1885,3979,686,19/16/13,13.02,119.88,1.17,3,0,21,4,1,190,8,33,66,9,3,5,26,8,9,3,0,1,8,5,9,510,B00107,107,LAJ769,Normal,75.0,6,2,1.2666666666666666,18,88.9,0,0
2025-04-02 00:00:00,936,CATERPILLAR 798AC-P,CATERPILLAR,MOTOR,MOBIL DELVAC 15W40,Muestreo,0.58,183,0.31,3,3,1.63,3,0.59,1337,876,298,20/18/14,17.12,82.47,2.27,2,0,27,9,0,210,9,33,93,5,9,4,0,8,9,9,7,3,0,7,84,16,C00108,108,LAJ551,Normal,83.33,4,5,0.5666666666666667,20,75.0,0,0
2025-04-02 00:05:00,549,KOMATSU 930 E4SE,KOMATSU,TRANSMISIÓN,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.85,180,0.02,3,3,0.88,2,0.95,5873,4658,443,21/19/14,13.47,116.33,2.69,7,0,12,1,0,75,9,36,58,4,3,9,13,9,4,1,10,8,9,9,55,1,D00109,109,LAJ286,Normal,87.5,3,0,1.8,21,100.0,0,0
2025-04-02 00:10:00,511,KOMATSU 930 E4,KOMATSU,MASA DERECHA,MOBIL MOBILTRANS HD 30,Muestreo,0.08,246,0.48,3,4,0.68,4,0.18,1719,800,700,19/18/16,18.95,118.15,1.68,8,4,16,9,6,553,6,19,43,4,8,0,22,9,5,6,7,7,6,6,68,532,C00110,110,LAJ290,Normal,91.67,2,1,1.8333333333333333,22,95.5,0,0
2025-04-02 00:15:00,529,KOMATSU 930 E4SE,KOMATSU,TRANSMISIÓN,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.16,191,0.32,0,3,1.74,3,0.24,3065,4548,239,18/16/14,16.89,95.13,2.14,0,4,20,2,7,505,3,10,31,0,9,0,9,8,8,0,8,4,1,3,74,152,A00111,111,LAJ978,Normal,91.67,2,3,1.3333333333333333,22,86.4,0,0
2025-04-02 00:20:00,535,KOMATSU 930 E5,KOMATSU,SISTEMA HIDRAULICO,MOBIL DTE 24,Muestreo,0.35,209,0.43,4,4,1.87,2,0.05,9459,2833,930,21/16/15,11.92,99.78,0.75,6,0,21,4,8,933,3,25,53,9,8,6,21,1,2,6,6,0,9,1,58,449,C00112,112,LAJ355,Normal,91.67,2,5,0.1666666666666666,22,77.3,0,0
2025-04-02 00:25:00,931,CATERPILLAR 798AC-P,CATERPILLAR,MANDO FINAL TRA.DER,MOBIL MOBILTRANS HD 30,Muestreo,0.9,215,0.03,2,2,0.77,0,0.52,1686,958,993,19/18/15,15.25,89.19,1.26,1,0,27,1,5,953,4,30,6,2,2,4,2,4,2,3,8,9,3,9,59,410,D00113,113,LAJ033,Normal,87.5,3,1,0.0666666666666666,21,95.2,0,0
2025-04-02 00:30:00,566,KOMATSU 930 E3,KOMATSU,MANDO FINAL,MOBIL MOBILTRANS HD 30,Muestreo,1.0,204,0.28,1,2,0.48,1,0.32,3913,2081,656,19/18/16,10.97,80.47,1.1,2,4,14,6,1,431,7,44,183,7,7,9,10,8,2,6,22,5,8,0,46,281,C00114,114,LAJ872,Atencion,50.0,12,3,2.1333333333333333,12,75.0,1,0
2025-04-02 00:35:00,546,KOMATSU 930 E4,KOMATSU,MANDO FINAL,MOBIL MOBILTRANS HD 30,Muestreo,0.01,181,0.5,2,1,1.6,0,0.14,7827,2185,748,18/18/13,11.86,101.08,0.26,7,0,14,5,4,587,9,30,16,3,1,6,4,0,7,7,3,1,6,7,94,64,B00115,115,LAJ014,Normal,83.33,4,0,2.9,20,100.0,0,0
2025-04-02 00:40:00,924,CATERPILLAR 798AC-P,CATERPILLAR,SISTEMA HIDRAULICO,MOBIL DTE 24,Cambio Aceite,0.86,182,0.29,4,4,0.32,1,0.65,7896,1853,363,19/19/15,11.65,108.16,0.92,3,2,29,7,7,950,8,47,28,8,1,8,6,2,7,0,1,3,5,7,73,479,C00116,116,LAJ463,Normal,87.5,3,3,1.4,21,85.7,0,0
2025-04-02 00:45:00,507,KOMATSU 930 E3,KOMATSU,MANDO FINAL TRA.IZQ,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.95,238,0.0,2,3,0.9,1,0.98,5315,3344,119,18/17/14,19.83,119.35,2.54,9,3,9,9,8,562,1,12,9,9,3,5,1,1,3,5,2,9,5,5,68,120,D00117,117,LAJ921,Normal,79.17,5,4,1.3666666666666667,19,78.9,0,0
2025-04-02 00:50:00,906,CATERPILLAR 798AC-P,CATERPILLAR,SISTEMA HIDRAULICO,MOBIL DTE 24,Cambio Aceite,0.62,208,0.17,0,0,0.63,1,0.06,4438,3218,941,21/19/16,14.44,90.15,1.33,8,3,26,1,6,691,7,5,37,1,6,4,9,7,5,4,8,3,8,1,18,288,A00118,118,LAJ064,Normal,79.17,5,1,0.9,19,94.7,0,0
2025-04-02 00:55:00,527,KOMATSU 930 E3,KOMATSU,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,Muestreo,0.71,191,0.39,4,3,0.19,4,0.61,1480,564,769,19/19/16,13.68,99.95,1.99,7,2,6,3,8,862,6,39,60,6,7,3,4,9,1,2,4,0,0,6,0,424,C00119,119,LAJ117,Normal,83.33,4,3,0.6666666666666666,20,85.0,0,0
2025-04-02 01:00:00,919,CATERPILLAR 797F,CATERPILLAR,MASA DERECHA,MOBIL MOBILTRANS HD 30,Muestreo,0.65,185,0.13,0,1,1.23,2,0.07,1952,1460,252,19/16/14,11.13,80.36,0.78,3,0,16,8,1,421,1,23,55,6,3,5,21,5,5,3,15,1,3,7,11,153,A00120,120,LAJ689,Normal,95.83,1,6,0.4666666666666667,23,73.9,0,0
2025-04-02 01:05:00,560,KOMATSU 930 E5,KOMATSU,DIFERENCIAL DEL,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.94,182,0.13,1,0,1.68,3,0.33,3420,2526,731,20/19/16,17.53,94.86,0.69,5,2,13,0,5,59,2,32,74,4,7,2,14,5,1,9,2,7,9,1,83,186,A00121,121,LAJ472,Normal,87.5,3,3,2.033333333333333,21,85.7,0,0
2025-04-02 01:10:00,921,CATERPILLAR 798AC-A,CATERPILLAR,MASA DERECHA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.39,206,0.23,0,1,0.71,1,0.02,1059,1814,487,18/17/16,16.79,81.34,2.14,5,2,28,0,6,634,5,29,5,9,9,1,14,7,8,7,6,5,8,8,84,267,E00122,122,LAJ060,Normal,95.83,1,1,0.5,23,95.7,0,0
2025-04-02 01:15:00,562,KOMATSU 930 E4,KOMATSU,MOTOR,MOBIL DELVAC 15W40,Muestreo,0.95,242,0.23,3,3,1.62,4,0.19,2761,1484,556,21/19/16,15.86,80.77,0.53,2,3,23,0,4,113,2,12,8,0,3,5,25,0,5,2,13,5,9,7,87,538,B00123,123,LAJ620,Normal,87.5,3,3,0.5,21,85.7,0,0
2025-04-02 01:20:00,508,KOMATSU 930 E4,KOMATSU,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,Muestreo,0.89,213,0.47,3,3,1.23,2,0.48,5604,1665,123,20/19/15,17.53,87.05,2.85,9,4,10,1,0,122,0,14,32,5,5,4,1,4,3,2,7,9,0,4,95,168,B00124,124,LAJ183,Normal,75.0,6,1,3.0,18,94.4,0,0
2025-04-02 01:25:00,912,CATERPILLAR 798AC-P,CATERPILLAR,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,Muestreo,0.52,195,0.36,1,1,1.55,4,0.32,3451,1332,959,18/16/15,18.06,112.42,2.37,5,0,27,5,0,566,1,36,50,7,8,7,18,1,8,4,9,6,3,9,30,79,E00125,125,LAJ942,Normal,95.83,1,6,0.2,23,73.9,0,0
2025-04-02 01:30:00,552,KOMATSU 930 E3,KOMATSU,TRANSMISIÓN,MOBIL MOBILTRANS HD 30,Muestreo,0.55,216,0.46,3,1,0.16,1,0.26,1596,3094,856,19/17/14,16.06,113.7,1.25,1,4,27,7,1,294,3,38,82,1,6,9,22,0,5,1,1,4,0,7,54,489,E00126,126,LAJ049,Normal,75.0,6,3,1.6333333333333333,18,83.3,0,0
